cohort	base	train_task	seed	method	label	checkpoint	path	source	baseline	control	target	score_manifest	variant_manifest	generation_manifest	evaluation_config	score_magicoder	score_metamath	score_tulu	score_commonsense	off_score	forgetting_gap	target_gain	off_gain	forgetting_reduction
joint_flat_hns	Qwen3-8B	magicoder	42	original_lora	magicoder__seed42__original_lora	Qwen3-8B/magicoder/seed42	/dataset1/zailong/models/spectral-surgery/Qwen3-8B-Magicoder-50K-LoRA-E1	/dataset1/zailong/models/spectral-surgery/Qwen3-8B-Magicoder-50K-LoRA-E1	True	False	65.2439024390244	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/score_manifest.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/Qwen3-8B_variant_manifest.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/generation_manifest.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/Qwen3-8B_task_config.json	65.2439024390244	83.92721758908263	65.80406654343808	83.66224435780832	77.79784283010969	1.9004202758208966	0.0	0.0	0.0
joint_flat_hns	Qwen3-8B	magicoder	42	flat_fro	magicoder__seed42__flat_fro	Qwen3-8B/magicoder/seed42	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_three_seed_20260913/adapters/Qwen3-8B/seed42/magicoder/flat_fro	/dataset1/zailong/models/spectral-surgery/Qwen3-8B-Magicoder-50K-LoRA-E1	False	False	76.82926829268293	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/score_manifest.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/Qwen3-8B_variant_manifest.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/generation_manifest.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/Qwen3-8B_task_config.json	76.82926829268293	87.33889310083397	72.64325323475046	84.07080908784936	81.35098514114459	0.0	11.58536585365853	3.553142311034904	1.9004202758208966
joint_flat_hns	Qwen3-8B	magicoder	42	flat_nuclear	magicoder__seed42__flat_nuclear	Qwen3-8B/magicoder/seed42	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_three_seed_20260913/adapters/Qwen3-8B/seed42/magicoder/flat_nuclear	/dataset1/zailong/models/spectral-surgery/Qwen3-8B-Magicoder-50K-LoRA-E1	False	False	75.60975609756098	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/score_manifest.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/Qwen3-8B_variant_manifest.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/generation_manifest.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/Qwen3-8B_task_config.json	75.60975609756098	89.38589840788475	70.0554528650647	83.56493812974526	81.0020964675649	0.0	10.36585365853658	3.20425363745521	1.9004202758208966
joint_flat_hns	Qwen3-8B	magicoder	42	hns_f4_s1	magicoder__seed42__hns_f4_s1	Qwen3-8B/magicoder/seed42	/dataset1/zailong/runs/peft-sft-lab/hns-step-grid-2x4-20260912/adapters/Qwen3-8B/magicoder/hns_f4_s1	/dataset1/zailong/models/spectral-surgery/Qwen3-8B-Magicoder-50K-LoRA-E1	False	False	75.0	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/score_manifest.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/Qwen3-8B_variant_manifest.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/generation_manifest.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/Qwen3-8B_task_config.json	75.0	88.62774829416225	71.71903881700554	83.65273723214618	81.33317478110466	0.0	9.756097560975604	3.5353319509949728	1.9004202758208966
joint_flat_hns	Qwen3-8B	metamath	42	original_lora	metamath__seed42__original_lora	Qwen3-8B/metamath/seed42	/dataset1/zailong/models/spectral-surgery/Qwen3-8B-MetaMathQA-50K-LoRA	/dataset1/zailong/models/spectral-surgery/Qwen3-8B-MetaMathQA-50K-LoRA	True	False	84.1546626231994	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/score_manifest.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/Qwen3-8B_variant_manifest.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/generation_manifest.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/Qwen3-8B_task_config.json	64.02439024390245	84.1546626231994	66.72828096118299	83.12655978192834	71.29307699567126	1.798836842342548	0.0	0.0	0.0
joint_flat_hns	Qwen3-8B	metamath	42	flat_fro	metamath__seed42__flat_fro	Qwen3-8B/metamath/seed42	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_three_seed_20260913/adapters/Qwen3-8B/seed42/metamath/flat_fro	/dataset1/zailong/models/spectral-surgery/Qwen3-8B-MetaMathQA-50K-LoRA	False	False	87.64215314632298	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/score_manifest.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/Qwen3-8B_variant_manifest.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/generation_manifest.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/Qwen3-8B_task_config.json	65.85365853658537	87.64215314632298	71.34935304990758	84.39515016792652	73.86605391813983	0.2032520325203251	3.487490523123583	2.5729769224685697	1.595584809822223
joint_flat_hns	Qwen3-8B	metamath	42	flat_nuclear	metamath__seed42__flat_nuclear	Qwen3-8B/metamath/seed42	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_three_seed_20260913/adapters/Qwen3-8B/seed42/metamath/flat_nuclear	/dataset1/zailong/models/spectral-surgery/Qwen3-8B-MetaMathQA-50K-LoRA	False	False	88.17285822592874	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/score_manifest.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/Qwen3-8B_variant_manifest.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/generation_manifest.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/Qwen3-8B_task_config.json	68.29268292682927	88.17285822592874	72.64325323475046	84.66356387089824	75.19983334415933	0.0	4.018195602729335	3.9067563484880736	1.798836842342548
joint_flat_hns	Qwen3-8B	metamath	42	hns_f4_s1	metamath__seed42__hns_f4_s1	Qwen3-8B/metamath/seed42	/dataset1/zailong/runs/peft-sft-lab/hns-step-grid-2x4-20260912/adapters/Qwen3-8B/metamath/hns_f4_s1	/dataset1/zailong/models/spectral-surgery/Qwen3-8B-MetaMathQA-50K-LoRA	False	False	88.17285822592874	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/score_manifest.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/Qwen3-8B_variant_manifest.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/generation_manifest.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/Qwen3-8B_task_config.json	67.6829268292683	88.17285822592874	72.45841035120148	84.61988734853911	74.9204081763363	0.0	4.018195602729335	3.6273311806650383	1.798836842342548
joint_flat_hns	Qwen3-8B	tulu	42	original_lora	tulu__seed42__original_lora	Qwen3-8B/tulu/seed42	/dataset1/zailong/models/spectral-surgery/Qwen3-8B-InstructionFollowing-LoRA	/dataset1/zailong/models/spectral-surgery/Qwen3-8B-InstructionFollowing-LoRA	True	False	67.8373382624769	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/score_manifest.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/Qwen3-8B_variant_manifest.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/generation_manifest.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/Qwen3-8B_task_config.json	84.7560975609756	89.0068233510235	67.8373382624769	84.29127334064447	86.0180647508812	0.0	0.0	0.0	0.0
joint_flat_hns	Qwen3-8B	tulu	42	flat_fro	tulu__seed42__flat_fro	Qwen3-8B/tulu/seed42	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_three_seed_20260913/adapters/Qwen3-8B/seed42/tulu/flat_fro	/dataset1/zailong/models/spectral-surgery/Qwen3-8B-InstructionFollowing-LoRA	False	False	69.31608133086876	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/score_manifest.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/Qwen3-8B_variant_manifest.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/generation_manifest.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/Qwen3-8B_task_config.json	82.3170731707317	88.24867323730099	69.31608133086876	84.54642614988644	85.0373908526397	0.0	1.47874306839185	-0.9806738982414913	0.0
joint_flat_hns	Qwen3-8B	tulu	42	flat_nuclear	tulu__seed42__flat_nuclear	Qwen3-8B/tulu/seed42	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_three_seed_20260913/adapters/Qwen3-8B/seed42/tulu/flat_nuclear	/dataset1/zailong/models/spectral-surgery/Qwen3-8B-InstructionFollowing-LoRA	False	False	71.1645101663586	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/score_manifest.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/Qwen3-8B_variant_manifest.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/generation_manifest.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/Qwen3-8B_task_config.json	83.53658536585365	88.55193328279	71.1645101663586	84.49361978560923	85.5273794780843	0.0	3.327171903881691	-0.49068527279689533	0.0
